Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type03,230,PCA_GPR,19.68046,18.87902,26.16221,5.61878,78.75060,5.89049,2525.07568,0.80991,0.89498,18.76379
Type03,230,PCA_KRR,5.92622,5.51321,0.77112,0.21807,0.21371,0.02097,103.67392,0.98608,0.99299,5.24279
Type03,230,PCA_LINEAR,5.89585,5.40429,1.24259,0.45880,2.37500,0.51649,173.00105,0.97669,0.98821,5.19026
Type03,230,PCA_SVR,6.44693,6.17874,2.17993,0.47087,4.99038,0.35135,89.55458,0.97722,0.98848,5.90661
Type03,230,PURE_GPR,6.42833,6.11221,1.85077,0.38153,3.18936,0.11606,0.48676,0.97735,0.98854,5.82964
Type03,230,PURE_KRR,5.86001,5.43536,0.63263,0.19629,0.13148,0.03271,104.81969,0.98735,0.99363,5.16588
Type03,230,PURE_SVR,5.68777,5.21952,0.57263,0.17682,1.52599,0.02576,125.69407,0.98796,0.99394,4.96380
Type03,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type03,235,PCA_GPR,17.37468,16.97368,20.97590,4.40773,62.95417,4.70462,1915.00474,0.84735,0.91737,16.77330
Type03,235,PCA_KRR,6.90936,6.27083,2.69267,0.73687,3.15508,0.43092,330.84280,0.96268,0.98099,5.89310
Type03,235,PCA_LINEAR,7.08253,6.42821,2.59711,0.70952,2.03880,0.43148,264.55072,0.96430,0.98183,6.01467
Type03,235,PCA_SVR,6.80498,6.14999,3.22627,0.95528,5.84126,0.57742,503.91425,0.95528,0.97713,5.86336
Type03,235,PURE_GPR,6.94403,6.32072,2.50195,0.67532,1.57912,0.34706,248.96420,0.96519,0.98228,5.90580
Type03,235,PURE_KRR,6.86788,6.23904,2.82093,0.80281,3.63265,0.42253,375.76887,0.95835,0.97873,5.88236
Type03,235,PURE_SVR,7.08461,6.45930,3.18145,0.92018,4.19505,0.40708,449.97008,0.95371,0.97631,6.14394
Type03,235,RATIO_CTRL,2.33092,2.19830,1.82749,0.57380,0.79440,0.51417,13.75156,0.97594,0.98782,1.19025
Type03,245,PCA_GPR,11.73934,11.38414,11.06189,2.12372,30.13167,2.00084,727.99898,0.91891,0.95774,11.17676
Type03,245,PCA_KRR,6.98020,6.28417,2.35867,0.94887,3.87557,0.94602,407.31807,0.96105,0.98014,6.09546
Type03,245,PCA_LINEAR,6.92033,6.23219,1.93306,0.76757,2.49922,0.57976,384.44912,0.96786,0.98367,6.03034
Type03,245,PCA_SVR,6.92494,6.18974,2.62967,1.09524,6.11742,1.12601,516.98810,0.95499,0.97698,5.96387
Type03,245,PURE_GPR,6.55627,5.86966,2.27449,0.94835,5.15518,0.92791,480.20530,0.95523,0.97710,5.66578
Type03,245,PURE_KRR,6.91411,6.22075,2.33989,0.96684,3.75325,0.89767,420.79641,0.95597,0.97749,6.02741
Type03,245,PURE_SVR,6.96051,6.29034,2.32329,0.95825,3.33475,0.85585,415.64674,0.95648,0.97776,6.08481
Type03,245,RATIO_CTRL,1.69095,1.47111,2.07569,0.66262,1.15545,1.22226,114.85304,0.97536,0.98753,1.46371
Type03,250,PCA_GPR,9.56324,8.96282,6.44760,1.52205,16.06287,1.20920,220.26673,0.93467,0.96623,8.75631
Type03,250,PCA_KRR,7.35258,6.68295,3.25111,0.99925,0.90415,0.45477,311.63490,0.95177,0.97529,6.39036
Type03,250,PCA_LINEAR,7.34112,6.60384,3.21895,1.04407,0.34293,0.08494,343.62268,0.95079,0.97477,6.28672
Type03,250,PCA_SVR,6.92842,6.34425,2.82024,0.90916,1.07838,0.41525,215.42932,0.95613,0.97757,6.09666
Type03,250,PURE_GPR,7.12071,6.41131,3.26437,1.07736,2.08660,0.38945,420.89848,0.94609,0.97230,6.06667
Type03,250,PURE_KRR,7.09708,6.45815,2.96804,1.01686,1.00557,0.34955,308.02982,0.94866,0.97365,6.17958
Type03,250,PURE_SVR,6.87849,6.29348,2.69099,0.95633,0.86194,0.28663,246.27044,0.95158,0.97519,6.04723
Type03,250,RATIO_CTRL,2.53461,2.34643,3.56547,1.43592,3.67861,2.17712,271.37820,0.94504,0.97174,2.17584
Type03,255,PCA_GPR,7.43140,6.89346,2.85661,0.96983,2.81139,0.50973,469.80149,0.95988,0.97953,6.58826
Type03,255,PCA_KRR,7.66187,7.08671,2.55147,0.80718,2.84276,0.19319,419.75149,0.96389,0.98161,6.70969
Type03,255,PCA_LINEAR,7.41472,6.87246,2.85362,0.96854,2.96550,0.49758,475.14144,0.95988,0.97953,6.56850
Type03,255,PCA_SVR,7.47666,6.80586,2.16398,0.67077,1.87830,0.42718,215.43608,0.97125,0.98542,6.34294
Type03,255,PURE_GPR,7.46948,6.90323,2.53312,0.89112,3.05955,0.33582,510.05025,0.95624,0.97763,6.57014
Type03,255,PURE_KRR,7.32287,6.68914,2.24723,0.78357,3.63067,0.27990,431.61960,0.96030,0.97975,6.29729
Type03,255,PURE_SVR,7.18340,6.49391,2.14902,0.75007,4.10283,0.30840,355.46507,0.96385,0.98159,6.05515
Type03,255,RATIO_CTRL,3.33601,3.13306,3.56538,1.74431,1.39593,3.19144,259.02393,0.94186,0.97006,2.33371
Type03,260,PCA_GPR,6.59554,6.04821,4.60328,1.68062,16.65793,0.97985,846.27419,0.93609,0.96699,5.04461
Type03,260,PCA_KRR,7.85728,6.96735,3.09541,0.87989,0.22743,0.10075,236.73514,0.96054,0.97987,6.53802
Type03,260,PCA_LINEAR,7.77696,6.77770,2.93053,0.75054,0.53465,0.29033,283.05993,0.96654,0.98298,6.22493
Type03,260,PCA_SVR,7.49262,6.76594,2.47353,0.83993,1.99420,0.37215,51.95553,0.96407,0.98171,6.42134
Type03,260,PURE_GPR,8.01736,7.04409,3.00313,0.97364,0.99975,0.30057,274.76545,0.95194,0.97538,6.54613
Type03,260,PURE_KRR,7.33022,6.48822,3.00591,0.95405,1.35096,0.11308,294.42250,0.95386,0.97639,6.00358
Type03,260,PURE_SVR,6.99190,6.19467,2.78903,0.92953,2.43443,0.05051,255.09442,0.95551,0.97725,5.73589
Type03,260,RATIO_CTRL,2.90915,2.67728,3.91779,1.52335,4.14116,3.41829,573.73601,0.94956,0.97413,2.29745
Type03,265,PCA_GPR,6.84772,6.04714,9.68627,2.86690,31.79747,2.43803,1651.08985,0.90054,0.94767,5.86120
Type03,265,PCA_KRR,8.57070,7.63404,5.20750,1.49490,2.12682,0.06656,483.24071,0.93963,0.96888,7.44514
Type03,265,PCA_LINEAR,8.32260,7.25758,5.28977,1.52313,0.62725,0.11262,509.32101,0.94089,0.96955,7.05203
Type03,265,PCA_SVR,8.88682,8.08849,5.23110,1.62019,5.46381,0.38347,353.61749,0.93686,0.96740,7.90091
Type03,265,PURE_GPR,8.62575,7.58715,4.99747,1.55162,3.01228,0.24168,481.56433,0.93149,0.96453,7.38010
Type03,265,PURE_KRR,8.04737,7.03397,4.87383,1.47405,0.14625,0.00505,591.76454,0.93514,0.96648,6.83823
Type03,265,PURE_SVR,7.91577,6.89034,4.80779,1.44151,1.04875,0.12683,613.30530,0.93700,0.96748,6.70049
Type03,265,RATIO_CTRL,3.69270,3.08868,6.55167,2.36187,5.59339,3.68274,473.57114,0.92335,0.96015,3.07724
Type03,270,PCA_GPR,8.05590,7.16481,14.97930,4.21682,48.40083,3.01109,2014.32975,0.85637,0.92263,7.07373
Type03,270,PCA_KRR,8.09523,7.21829,4.45958,1.19473,2.38059,1.00981,270.03632,0.94813,0.97338,6.96938
Type03,270,PCA_LINEAR,7.72646,6.83772,4.20933,1.14410,0.34748,0.84816,284.02448,0.95057,0.97466,6.52561
Type03,270,PCA_SVR,8.90514,8.00975,4.49696,1.28246,7.24671,1.44013,156.81143,0.94486,0.97165,7.79741
Type03,270,PURE_GPR,7.82533,6.95770,4.10552,1.21110,2.10363,0.98450,284.93164,0.94082,0.96951,6.65904
Type03,270,PURE_KRR,7.60363,6.72343,4.45443,1.23487,0.64760,0.88782,402.97070,0.93918,0.96864,6.40804
Type03,270,PURE_SVR,7.72148,6.80026,4.66454,1.28331,0.04839,0.82591,464.47836,0.93690,0.96742,6.46986
Type03,270,RATIO_CTRL,2.49778,1.86623,5.41657,1.62527,5.58123,4.76188,828.42971,0.94575,0.97212,1.85824
Type03,275,PCA_GPR,10.18177,8.93520,20.01462,4.73881,62.85033,4.07329,2476.63503,0.84117,0.91373,8.83579
Type03,275,PCA_KRR,8.36136,7.17842,4.46709,1.21299,3.59151,1.30547,145.43749,0.94709,0.97282,6.98481
Type03,275,PCA_LINEAR,8.13877,6.98594,4.18752,1.17069,2.24421,1.08643,147.75685,0.94690,0.97273,6.79633
Type03,275,PCA_SVR,8.93501,7.71558,4.98571,1.29469,6.83499,1.58071,69.86316,0.94177,0.97001,7.52074
Type03,275,PURE_GPR,7.76345,6.57802,3.77650,1.20527,1.29288,1.07850,247.79664,0.93856,0.96831,6.36185
Type03,275,PURE_KRR,7.95525,6.70306,4.04367,1.24079,2.59244,1.20747,258.71901,0.93769,0.96784,6.49185
Type03,275,PURE_SVR,8.17696,6.87516,4.11435,1.28253,2.90328,1.23241,305.99587,0.93512,0.96647,6.66473
Type03,275,RATIO_CTRL,3.45001,2.79169,7.58284,2.34700,7.72407,5.40578,1097.72535,0.92054,0.95862,2.78180
Type03,280,PCA_GPR,13.65629,11.74402,25.02468,6.15411,82.79004,5.11551,3272.43944,0.80662,0.89296,10.98520
Type03,280,PCA_KRR,8.49018,7.72932,3.26086,1.15502,3.50008,1.34103,390.24667,0.95345,0.97617,6.94534
Type03,280,PCA_LINEAR,8.97897,8.20898,3.32505,1.18322,1.62041,1.32846,335.03965,0.95280,0.97583,7.41040
Type03,280,PCA_SVR,8.11973,7.27657,3.99485,1.19718,7.90077,0.96968,529.70086,0.95314,0.97601,6.46529
Type03,280,PURE_GPR,7.80578,6.99641,4.07233,1.29312,7.58132,1.00944,623.24480,0.94644,0.97248,6.13074
Type03,280,PURE_KRR,8.01628,7.24458,3.47928,1.19877,3.57200,1.35801,444.45601,0.94909,0.97388,6.43592
Type03,280,PURE_SVR,8.08782,7.30623,3.20026,1.15655,2.70885,1.50913,421.07103,0.94980,0.97425,6.50311
Type03,280,RATIO_CTRL,7.80255,7.61198,7.39970,2.30165,4.93295,6.08935,1046.93633,0.92719,0.96222,3.10914
Type04,230,PCA_GPR,20.06284,19.14514,26.14305,5.78045,79.07435,5.80419,2605.72083,0.80990,0.89497,19.03129
Type04,230,PCA_KRR,6.28039,5.85067,0.74455,0.20713,0.16135,0.11482,105.71627,0.98396,0.99191,5.55104
Type04,230,PCA_LINEAR,6.24629,5.77329,1.17414,0.46402,2.56648,0.62776,179.27704,0.97752,0.98863,5.50636
Type04,230,PCA_SVR,6.74815,6.44212,2.12090,0.46772,4.87945,0.23985,90.73276,0.97483,0.98725,6.17437
Type04,230,PURE_GPR,6.78210,6.41253,1.81536,0.36967,3.08663,0.02374,7.89497,0.97800,0.98888,6.12089
Type04,230,PURE_KRR,6.16364,5.73274,0.56458,0.17424,0.26917,0.14135,106.89793,0.98585,0.99287,5.43974
Type04,230,PURE_SVR,5.93233,5.49137,0.49551,0.17428,1.65127,0.20232,131.54539,0.98854,0.99424,5.21488
Type04,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type04,235,PCA_GPR,17.45898,16.91383,21.02415,4.89771,65.76633,5.92728,2186.81048,0.83649,0.91097,16.74377
Type04,235,PCA_KRR,6.46413,6.03172,2.31120,0.66289,0.61697,0.78249,126.82837,0.97046,0.98501,5.81001
Type04,235,PCA_LINEAR,6.57583,6.18272,2.32561,0.63575,0.37022,0.75802,62.31563,0.97191,0.98576,5.94109
Type04,235,PCA_SVR,6.42156,5.90659,2.08793,0.77638,3.13783,0.65975,299.15752,0.96454,0.98195,5.71055
Type04,235,PURE_GPR,6.39672,6.02460,2.44141,0.62693,0.91763,0.69547,19.75992,0.97006,0.98480,5.77611
Type04,235,PURE_KRR,6.37805,5.92934,2.28176,0.66831,1.12455,0.67138,151.52896,0.96792,0.98370,5.71256
