Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type00,255,RATIO_CTRL,2.82997,2.65694,4.41106,1.90554,3.27241,1.18587,716.63468,0.92751,0.96239,2.63613
Type00,265,PCA_GPR,32.13555,28.94542,20.38436,5.67186,48.21871,6.87700,2404.82711,0.80940,0.89466,28.45047
Type00,265,PCA_KRR,32.33602,29.18200,21.22826,6.42986,56.55808,7.55723,2700.31814,0.79283,0.88445,28.69575
Type00,265,PCA_LINEAR,31.35743,28.29336,20.48075,6.00236,54.36801,7.30557,2624.12573,0.80208,0.89017,27.85199
Type00,265,PCA_SVR,32.74419,29.53276,21.15915,6.23067,52.98306,7.29382,2573.56316,0.79803,0.88767,29.01797
Type00,265,PURE_GPR,31.92366,28.83564,21.20954,6.62550,58.73928,7.88210,2759.72472,0.78508,0.87960,28.38370
Type00,265,PURE_KRR,32.38199,29.20760,20.89212,6.40170,56.76560,7.63355,2726.97960,0.79217,0.88403,28.72347
Type00,265,PURE_SVR,32.47377,29.27889,20.88926,6.39960,56.91544,7.64325,2737.72976,0.79186,0.88384,28.79306
Type00,265,RATIO_CTRL,3.86125,3.23226,5.07264,1.82427,3.32209,0.24291,274.36355,0.92936,0.96338,2.76936
Type00,270,PCA_GPR,29.78557,26.46176,16.78104,4.92207,48.39844,3.82744,1850.22211,0.84212,0.91429,26.11447
Type00,270,PCA_KRR,31.20455,27.58903,16.92927,4.36190,41.30281,3.55835,1602.21620,0.85502,0.92184,27.15104
Type00,270,PCA_LINEAR,30.10497,26.69150,16.35971,4.25170,42.17022,3.81322,1617.80258,0.85615,0.92250,26.34306
Type00,270,PCA_SVR,31.82456,28.10726,16.94157,4.12131,37.16568,3.21791,1455.63648,0.86177,0.92575,27.61761
Type00,270,PURE_GPR,31.26544,27.62599,16.45313,4.26372,40.41812,3.49583,1585.64279,0.85853,0.92388,27.17355
Type00,270,PURE_KRR,31.32432,27.66015,16.38356,4.24322,40.68492,3.52848,1599.38279,0.85834,0.92377,27.19574
Type00,270,PURE_SVR,31.42374,27.73669,16.37269,4.23279,40.59530,3.53617,1601.41219,0.85846,0.92384,27.26695
Type00,270,RATIO_CTRL,3.51680,3.09025,5.47660,2.40253,9.41424,4.30877,1481.67597,0.91965,0.95814,3.08603
Type00,275,PCA_GPR,29.05985,26.05582,16.09867,6.53424,66.35443,6.70478,3463.03608,0.80441,0.89160,25.78372
Type00,275,PCA_KRR,32.08680,28.28070,15.84480,4.54701,41.46599,5.08435,2560.88668,0.85090,0.91944,27.90567
Type00,275,PCA_LINEAR,31.57984,27.87551,15.68367,4.67688,42.90299,5.05408,2613.30718,0.84678,0.91704,27.54619
Type00,275,PCA_SVR,32.39860,28.53403,15.75306,4.30608,38.40844,4.83919,2448.34679,0.85583,0.92231,28.13080
Type00,275,PURE_GPR,32.36467,28.49720,14.89382,4.22537,39.13983,4.61908,2516.09083,0.86207,0.92593,28.06536
Type00,275,PURE_KRR,32.18586,28.34786,15.11031,4.38173,40.17945,4.78689,2528.21536,0.85800,0.92357,27.93298
Type00,275,PURE_SVR,32.22935,28.38275,15.08715,4.36980,39.82683,4.77529,2518.26677,0.85750,0.92329,27.96455
Type00,275,RATIO_CTRL,4.09317,3.86694,5.57988,1.99125,11.89735,2.89865,691.33500,0.93544,0.96664,2.41591
Type01,230,PCA_GPR,45.13173,43.09755,28.88780,9.79414,69.75710,8.27000,1603.00693,0.72724,0.84209,42.84946
Type01,230,PCA_KRR,30.81764,27.72870,12.04626,2.70612,8.12538,0.30816,891.60939,0.89433,0.94422,27.37861
Type01,230,PCA_LINEAR,30.62169,27.57619,11.71737,2.60196,10.10878,0.31625,951.78390,0.89780,0.94615,27.15798
Type01,230,PCA_SVR,31.21261,28.19262,11.98255,2.86981,5.39451,0.37357,760.06671,0.89145,0.94261,27.86383
Type01,230,PURE_GPR,32.65821,29.84632,11.77056,3.48814,2.97866,2.27635,732.34131,0.84869,0.91816,29.46628
Type01,230,PURE_KRR,30.69324,27.60597,11.93805,2.63895,8.78460,0.20361,897.73013,0.89713,0.94577,27.24869
Type01,230,PURE_SVR,30.27541,27.15506,11.49865,2.44309,11.02680,0.20340,914.41431,0.90314,0.94911,26.76327
Type01,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type01,240,PCA_GPR,39.32941,37.01683,16.05782,5.88060,26.94619,1.31711,519.28962,0.81993,0.90106,36.70393
Type01,240,PCA_KRR,31.52461,28.31281,16.96640,3.96711,21.30824,2.77739,1125.09072,0.84939,0.91856,27.60763
Type01,240,PCA_LINEAR,31.58538,28.41868,17.29845,4.42495,21.13612,3.38048,1045.68536,0.83793,0.91182,27.80560
Type01,240,PCA_SVR,31.40014,28.21317,16.81907,3.85327,22.87515,2.21015,1345.35645,0.85155,0.91982,27.46007
Type01,240,PURE_GPR,31.68274,28.52273,15.73797,4.19190,19.73756,2.80729,1110.92982,0.82853,0.90623,27.92512
Type01,240,PURE_KRR,31.57238,28.44432,16.20302,3.90916,20.86236,2.36405,1192.04046,0.84414,0.91549,27.73834
Type01,240,PURE_SVR,30.95217,27.90080,16.76629,4.06544,22.44134,2.74069,1032.16162,0.84315,0.91490,27.27924
Type01,240,RATIO_CTRL,6.89806,6.49350,8.15074,4.73814,10.05560,2.53119,214.10394,0.84199,0.91422,5.63572
Type01,250,PCA_GPR,35.12508,32.09390,14.71392,3.81334,1.48318,0.87201,726.41821,0.87124,0.93119,31.77688
Type01,250,PCA_KRR,32.43762,29.16265,16.14121,2.93831,15.98730,0.87429,1233.04670,0.88772,0.94052,28.65074
Type01,250,PCA_LINEAR,32.52618,29.17512,15.66330,2.83825,14.67661,0.71555,1261.48321,0.89052,0.94209,28.71878
Type01,250,PCA_SVR,32.94983,29.77981,16.03164,3.14997,11.91301,0.87927,966.09491,0.88360,0.93820,29.33789
Type01,250,PURE_GPR,32.22114,28.94903,14.43929,2.86045,16.33877,0.54741,1392.82080,0.88259,0.93763,28.47133
Type01,250,PURE_KRR,32.21904,28.99970,15.04076,3.01111,16.99671,0.85423,1297.91435,0.87991,0.93612,28.51788
Type01,250,PURE_SVR,31.90519,28.67992,15.32079,3.05092,18.37750,1.32949,1226.25391,0.87499,0.93333,28.20167
Type01,250,RATIO_CTRL,3.05449,2.86145,4.25687,2.05243,2.76314,0.06248,321.62573,0.92841,0.96288,2.85644
Type01,260,PCA_GPR,30.85848,27.48484,16.77655,3.01441,33.38663,0.67632,1656.55473,0.88665,0.93992,27.03087
Type01,260,PCA_KRR,33.22510,29.95724,17.11626,3.01176,19.51056,0.16134,1046.82964,0.88888,0.94117,29.41392
Type01,260,PCA_LINEAR,33.21697,29.87158,15.85959,3.17581,17.50155,0.87538,1121.59924,0.88367,0.93824,29.38966
Type01,260,PCA_SVR,33.49362,30.42849,17.42975,3.32127,17.35488,0.75560,788.78785,0.88351,0.93815,29.85308
Type01,260,PURE_GPR,33.00275,29.75598,14.43005,3.18620,18.84458,1.01439,1237.28118,0.87157,0.93138,29.29842
Type01,260,PURE_KRR,32.66742,29.41358,15.66633,2.94325,22.69857,0.42175,1201.68042,0.87580,0.93379,28.88758
Type01,260,PURE_SVR,32.65783,29.31489,15.59307,2.93024,23.96122,0.81405,1276.00626,0.87679,0.93435,28.77182
Type01,260,RATIO_CTRL,5.29104,4.97588,7.02453,2.32293,4.87744,2.28656,800.14361,0.92099,0.95887,3.21227
Type01,280,PCA_GPR,26.32534,24.41337,25.02157,7.08279,88.50261,3.99139,3563.11140,0.78875,0.88190,24.36978
Type01,280,PCA_KRR,36.14122,32.03734,14.30289,4.85257,9.19651,4.20944,840.99995,0.83504,0.91010,31.65414
Type01,280,PCA_LINEAR,36.44715,32.45370,13.85580,4.70539,8.21589,3.90093,767.83891,0.83925,0.91260,32.09551
Type01,280,PCA_SVR,35.31352,31.14567,13.90644,4.48125,14.09137,3.73144,986.58891,0.84306,0.91485,30.73147
Type01,280,PURE_GPR,34.05352,30.06138,14.61911,3.71853,23.75103,2.35528,1306.86940,0.86090,0.92525,29.56438
Type01,280,PURE_KRR,35.56845,31.63028,14.78619,4.42153,11.54119,4.55926,1113.79196,0.82417,0.90361,31.16009
Type01,280,PURE_SVR,35.66576,31.73726,14.79883,4.47066,10.83207,4.62221,1081.14354,0.82377,0.90337,31.26582
Type01,280,RATIO_CTRL,3.99436,3.45010,7.59549,2.48030,5.51713,5.20692,1877.11577,0.91321,0.95464,3.14179
Type02,230,PCA_GPR,29.47384,27.07536,30.36950,5.41701,25.06925,7.88124,374.02814,0.74804,0.85586,25.59722
Type02,230,PCA_KRR,27.30246,24.89120,11.95019,3.66483,18.42528,1.10905,872.87643,0.83667,0.91107,23.90923
Type02,230,PCA_LINEAR,24.22690,21.34192,14.35011,4.13173,48.81062,3.24981,1882.92262,0.78073,0.87687,20.55333
Type02,230,PCA_SVR,29.50214,26.91758,12.99421,3.96615,0.03603,2.84199,279.01690,0.81520,0.89819,25.70758
Type02,230,PURE_GPR,24.15366,20.82688,13.22653,3.98587,182.60370,2.32363,1592.38536,0.79411,0.88524,19.48985
Type02,230,PURE_KRR,25.23759,22.17857,12.88321,3.43102,37.91093,1.56233,1339.14904,0.82195,0.90228,21.21562
Type02,230,PURE_SVR,24.14202,20.81510,13.23341,3.98308,182.79205,2.31960,1586.22820,0.79436,0.88539,19.47740
Type02,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type02,250,PCA_GPR,31.63543,28.69418,15.18435,4.93747,4.72570,6.41861,772.11931,0.78073,0.87686,27.46686
Type02,250,PCA_KRR,26.80250,23.25738,13.25685,4.07495,43.67477,0.00801,743.97902,0.80223,0.89026,22.48904
Type02,250,PCA_LINEAR,27.12018,23.85469,13.04056,4.04800,38.32754,0.74140,628.56103,0.81718,0.89940,23.18952
Type02,250,PCA_SVR,27.17881,23.66329,13.13060,3.93690,39.85295,0.35059,640.54903,0.81020,0.89515,22.89733
Type02,250,PURE_GPR,26.63104,23.32784,13.94850,3.92509,39.55022,0.17472,582.36544,0.80560,0.89233,22.62224
Type02,250,PURE_KRR,26.81782,23.27467,13.07772,4.07019,43.82484,0.02915,758.24626,0.80293,0.89070,22.49466
Type02,250,PURE_SVR,26.86428,23.26974,12.95214,4.03070,43.37500,0.01571,730.03948,0.80306,0.89077,22.46615
Type02,250,RATIO_CTRL,4.08749,3.34538,6.90508,2.91213,12.49183,5.35418,1904.96914,0.86423,0.92717,3.33210
Type02,260,PCA_GPR,28.07037,24.22352,13.67162,3.86937,39.76564,1.99155,1673.78752,0.83965,0.91283,23.56195
Type02,260,PCA_KRR,27.77593,24.02779,13.55454,3.99365,41.81167,2.23549,1760.83205,0.83564,0.91046,23.41996
Type02,260,PCA_LINEAR,27.61177,24.42905,14.51441,4.59720,37.88377,0.43679,1460.49559,0.81966,0.90090,23.82291
Type02,260,PCA_SVR,28.87986,24.99298,13.99091,3.65165,33.57453,1.52802,1492.62612,0.85231,0.92027,24.23748
Type02,260,PURE_GPR,28.03112,24.50140,13.82817,3.85937,41.00573,1.82826,1825.84253,0.84018,0.91315,23.86892
Type02,260,PURE_KRR,27.86741,24.08101,13.33221,3.95776,41.53813,2.32070,1831.86132,0.82814,0.90599,23.45409
Type02,260,PURE_SVR,27.86413,24.05124,13.30369,3.95140,41.49244,2.42680,1835.64158,0.82831,0.90609,23.42120
Type02,260,RATIO_CTRL,5.03355,4.37014,7.47477,3.70954,14.62181,4.66669,1427.41735,0.80477,0.89183,4.37038
Type02,270,PCA_GPR,29.11909,25.81610,16.47569,5.17133,42.66536,0.72589,1886.35021,0.79532,0.88599,25.34625
Type02,270,PCA_KRR,30.41508,26.83282,16.08264,4.32500,38.66530,2.39503,2089.55060,0.82554,0.90444,26.33506
Type02,270,PCA_LINEAR,29.78582,26.43012,16.77025,5.10275,37.89606,0.27754,1722.16048,0.79143,0.88357,25.87386
Type02,270,PCA_SVR,31.40294,27.78510,16.41410,4.17677,32.44305,2.01540,1925.22987,0.82150,0.90200,27.17785
Type02,270,PURE_GPR,30.70640,27.04995,16.06195,4.48085,40.47561,2.53932,2378.93204,0.82665,0.90510,26.46465
Type02,270,PURE_KRR,30.44597,26.84861,15.77567,4.45258,39.58965,2.56378,2323.66863,0.82911,0.90657,26.36130
Type02,270,PURE_SVR,30.30226,26.75198,15.67225,4.49325,40.83462,2.75811,2385.76134,0.82738,0.90554,26.29555
Type02,270,RATIO_CTRL,6.30098,5.64972,8.46684,4.71614,15.78263,5.02313,1539.52088,0.78594,0.88014,5.64743
Type03,230,PCA_GPR,44.15973,42.46479,31.97990,9.98012,68.62989,11.34830,1732.75165,0.68327,0.81184,41.92217
Type03,230,PCA_KRR,29.82137,27.37883,12.10512,3.47946,8.66697,3.42326,724.31301,0.85865,0.92395,26.43173
Type03,230,PCA_LINEAR,29.88284,27.49775,12.24907,3.59976,9.95831,4.08014,772.05952,0.86446,0.92730,26.39261
Type03,230,PCA_SVR,30.13456,27.67101,12.07860,3.45985,6.17685,3.24222,594.52631,0.85728,0.92316,26.79661
Type03,230,PURE_GPR,32.35652,30.10985,12.49512,4.33349,3.45258,5.46703,495.23282,0.83052,0.90741,29.08101
Type03,230,PURE_KRR,29.67627,27.19991,12.17035,3.37238,9.27307,3.21700,718.25067,0.86319,0.92657,26.25851
Type03,230,PURE_SVR,29.20736,26.63494,12.34351,3.10635,11.75594,2.66376,742.75315,0.88089,0.93667,25.71369
Type03,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type03,235,PCA_GPR,41.91331,39.93747,26.80295,7.67175,51.54416,8.60453,1171.70541,0.74607,0.85457,39.28168
Type03,235,PCA_KRR,31.01106,28.37939,12.82691,3.41814,11.25181,3.19815,926.22346,0.84314,0.91489,27.12329
Type03,235,PCA_LINEAR,31.02808,28.31768,13.14810,3.30465,11.45143,2.78641,853.21239,0.84478,0.91586,27.01921
Type03,235,PCA_SVR,30.77082,28.20641,12.88886,3.66161,13.90342,3.54113,1127.81263,0.83604,0.91070,26.94907
Type03,235,PURE_GPR,31.92695,29.24870,11.73050,3.28855,4.86697,3.54030,716.69232,0.86272,0.92630,27.97582
Type03,235,PURE_KRR,31.04382,28.43654,12.87311,3.48078,10.77938,3.32375,914.77683,0.83808,0.91191,27.17202
Type03,235,PURE_SVR,30.26448,27.50180,13.12965,3.06338,13.50771,2.52415,820.93642,0.85048,0.91920,26.24287
Type03,235,RATIO_CTRL,2.65109,2.45765,2.54589,1.25505,0.51008,1.02895,74.87259,0.91357,0.95483,1.75939
Type03,245,PCA_GPR,37.25182,35.24535,20.46396,7.18566,24.58203,7.25798,26.29934,0.75088,0.85772,34.49479
Type03,245,PCA_KRR,31.99504,29.83646,14.59369,5.57470,7.05165,5.23356,1082.16362,0.78792,0.88138,28.96753
Type03,245,PCA_LINEAR,31.77443,29.48702,14.70221,5.28543,7.07900,4.33797,1061.29540,0.79323,0.88470,28.71145
Type03,245,PCA_SVR,32.46425,30.39458,14.97307,5.92834,4.88213,5.92825,1076.00805,0.77958,0.87614,29.50499
Type03,245,PURE_GPR,31.63736,29.33971,14.33081,5.17821,6.53348,4.46908,979.83193,0.79816,0.88775,28.51801
Type03,245,PURE_KRR,31.98168,29.82282,14.70973,5.53686,5.98820,5.22155,962.74141,0.78547,0.87985,28.94180
Type03,245,PURE_SVR,31.22441,28.89805,13.66237,5.10417,8.09387,4.34510,826.04708,0.81312,0.89693,28.03751
Type03,245,RATIO_CTRL,2.28375,2.20734,3.69756,1.73454,5.68099,1.17248,189.93369,0.91821,0.95736,2.21555
Type03,250,PCA_GPR,35.36684,33.16408,16.91125,5.86318,11.79352,6.33730,379.37909,0.79476,0.88564,32.40483
Type03,250,PCA_KRR,32.69922,30.39490,15.21619,4.82347,4.88017,5.15952,859.95185,0.82147,0.90198,29.59852
Type03,250,PCA_LINEAR,32.65621,30.30086,15.94348,4.99413,4.13233,4.85955,904.37278,0.81514,0.89816,29.59572
Type03,250,PCA_SVR,33.09554,30.71178,14.93255,4.59175,1.13085,4.82250,593.27152,0.82891,0.90645,29.91145
Type03,250,PURE_GPR,32.45252,30.09814,15.65428,4.81531,3.85874,4.88068,766.96525,0.81471,0.89789,29.34873
Type03,250,PURE_KRR,32.44319,30.08289,15.07126,4.56455,4.64982,4.77661,686.20608,0.82181,0.90219,29.28199
Type03,250,PURE_SVR,32.00850,29.53522,14.49841,4.17215,6.27464,4.09536,621.40647,0.83664,0.91106,28.74512
Type03,250,RATIO_CTRL,2.69930,2.48436,4.10560,1.61579,9.46930,1.97631,513.97527,0.91951,0.95807,2.41899
Type03,255,PCA_GPR,33.36321,30.49816,13.84333,3.39695,14.60610,2.44257,1148.04206,0.85741,0.92323,29.47566
Type03,255,PCA_KRR,33.39305,30.45229,14.71416,3.54878,16.35015,2.01981,1068.69472,0.84584,0.91648,29.29843
Type03,255,PCA_LINEAR,33.34004,30.47291,13.85125,3.39577,14.75577,2.42865,1153.01712,0.85741,0.92323,29.45123
Type03,255,PCA_SVR,33.60299,30.49319,14.85200,3.56057,13.31246,0.87138,709.66708,0.84492,0.91594,29.60553
Type03,255,PURE_GPR,33.28493,30.40636,14.42428,3.48937,13.89250,2.38963,931.84162,0.84192,0.91418,29.29740
Type03,255,PURE_KRR,32.99981,29.94872,15.19978,3.51071,17.02926,1.35126,862.59682,0.83567,0.91048,28.79840
Type03,255,PURE_SVR,32.88444,29.76504,15.23133,3.62771,18.29549,0.89770,883.57691,0.83093,0.90766,28.65381
Type03,255,RATIO_CTRL,3.00053,2.72896,3.89472,1.28699,0.35394,0.15785,436.14758,0.91782,0.95715,1.87271
Type03,260,PCA_GPR,31.11731,28.75903,18.18319,6.36013,19.70880,4.75319,1420.29067,0.77690,0.87444,28.24148
Type03,260,PCA_KRR,33.39578,30.98041,17.80905,5.99970,5.79414,5.33174,802.62761,0.78825,0.88159,30.26105
Type03,260,PCA_LINEAR,33.63672,31.33932,19.13467,6.91324,4.04311,6.21215,895.21790,0.76473,0.86668,30.66271
Type03,260,PCA_SVR,33.33484,30.68236,17.07966,5.27929,4.18248,4.18782,544.50550,0.80628,0.89275,30.01974
Type03,260,PURE_GPR,33.52293,31.24571,19.12242,6.66561,2.57114,6.08498,588.06945,0.75633,0.86126,30.53094
Type03,260,PURE_KRR,32.79138,30.26467,17.43548,5.50711,6.81148,4.61087,577.81506,0.79008,0.88273,29.56487
Type03,260,PURE_SVR,32.80422,30.28549,17.63473,5.35303,7.78667,4.37299,658.40930,0.79442,0.88543,29.59255
Type03,260,RATIO_CTRL,4.82369,4.58828,7.00428,3.80464,11.11996,3.93617,868.46144,0.84741,0.91740,4.49767
Type03,265,PCA_GPR,29.99164,27.49145,18.45733,5.07095,37.34701,2.75997,2274.42718,0.81282,0.89675,27.05272
Type03,265,PCA_KRR,34.80446,32.25763,19.41756,5.07081,6.68153,4.79477,1128.05376,0.81501,0.89808,31.40704
Type03,265,PCA_LINEAR,34.83979,32.43441,20.45053,5.91827,5.82933,5.72239,1209.28177,0.79400,0.88517,31.59208
Type03,265,PCA_SVR,34.97602,32.33622,19.27101,4.82593,5.29782,4.37508,1032.98365,0.82155,0.90204,31.51367
Type03,265,PURE_GPR,34.65781,32.25541,20.59527,5.61127,4.58128,5.40279,841.49365,0.78094,0.87700,31.38694
Type03,265,PURE_KRR,34.27115,31.63855,19.20223,4.65256,7.16693,4.24304,876.19218,0.81181,0.89613,30.79369
Type03,265,PURE_SVR,34.34847,31.74493,19.48572,4.63272,7.77187,4.18021,967.63183,0.81304,0.89688,30.88687
Type03,265,RATIO_CTRL,4.20194,3.59157,7.19273,2.80282,10.05835,3.88407,732.60985,0.87813,0.93511,3.58734
Type03,270,PCA_GPR,27.65374,25.39365,15.75831,5.27298,48.85139,1.23253,2419.58066,0.81993,0.90106,25.13554
Type03,270,PCA_KRR,34.76092,32.17279,15.58075,5.32002,0.84462,5.01634,743.98228,0.81867,0.90029,31.46837
Type03,270,PCA_LINEAR,34.56697,32.07175,16.03634,5.78734,1.44778,5.59397,804.35523,0.80746,0.89348,31.39215
Type03,270,PCA_SVR,35.23760,32.69274,15.94993,5.54342,1.38658,5.37484,741.68436,0.81223,0.89638,31.98272
Type03,270,PURE_GPR,34.09697,31.60585,16.35957,5.39908,2.04298,4.93628,428.65419,0.79304,0.88458,30.89295
Type03,270,PURE_KRR,34.37825,31.77025,15.62052,5.05121,0.15444,4.70375,436.60389,0.81091,0.89558,31.04862
Type03,270,PURE_SVR,34.47114,31.88902,15.82806,5.12410,0.24725,4.78552,492.42613,0.80840,0.89405,31.16454
Type03,270,RATIO_CTRL,2.85675,2.38515,5.29085,2.00295,15.13002,4.15014,1319.44675,0.91595,0.95613,2.39053
Type03,275,PCA_GPR,26.64806,24.60916,19.51102,6.01599,65.48304,0.77352,3184.04730,0.80493,0.89192,24.42375
Type03,275,PCA_KRR,35.61056,33.05592,16.31024,5.60807,0.99333,6.45458,989.48328,0.80768,0.89361,32.32407
Type03,275,PCA_LINEAR,35.40357,32.90366,16.16852,5.64748,2.15992,6.58852,1008.68194,0.80777,0.89367,32.16107
Type03,275,PCA_SVR,35.91869,33.43973,16.65222,5.89601,0.30914,6.92341,1016.20346,0.80240,0.89037,32.69453
Type03,275,PURE_GPR,34.28931,31.73835,16.59641,5.08145,6.87109,5.36181,702.79081,0.79008,0.88273,31.02609
Type03,275,PURE_KRR,35.31914,32.75595,16.45362,5.38068,0.88373,6.25784,592.53936,0.79758,0.88739,32.00589
Type03,275,PURE_SVR,35.41208,32.86409,16.53619,5.47929,1.32896,6.38024,592.71898,0.79438,0.88541,32.10917
Type03,275,RATIO_CTRL,2.92222,2.38490,6.19173,1.92401,15.07550,5.63146,1300.72800,0.92111,0.95893,2.39801
Type03,280,PCA_GPR,27.77689,25.52094,31.28784,9.37002,96.91537,5.43067,3906.02466,0.71356,0.83284,24.45954
Type03,280,PCA_KRR,35.80803,32.60175,15.76392,3.79254,18.97691,1.94494,1242.77297,0.85281,0.92056,31.33945
Type03,280,PCA_LINEAR,36.29618,33.09350,16.34445,3.98004,17.53682,1.87127,1160.54276,0.84830,0.91793,31.73766
Type03,280,PCA_SVR,35.07784,31.80504,16.00025,3.85336,23.81366,1.49525,1383.78362,0.85001,0.91892,30.58159
Type03,280,PURE_GPR,34.40383,31.05009,19.62247,4.56574,26.65051,0.17969,1022.64666,0.78819,0.88155,29.80171
Type03,280,PURE_KRR,35.55182,32.30463,16.49894,3.82527,16.76553,1.60647,735.80111,0.83179,0.90817,31.00561
Type03,280,PURE_SVR,35.63297,32.39094,16.40723,3.78138,16.08822,1.66336,700.00843,0.83192,0.90825,31.09108
Type03,280,RATIO_CTRL,8.10656,7.81926,8.45823,3.27726,0.36862,0.90354,1338.17319,0.86909,0.92996,3.82238
Type04,230,PCA_GPR,31.58349,28.70080,30.91212,5.00130,23.25684,7.77572,36.22938,0.81663,0.89906,28.13530
Type04,230,PCA_KRR,30.63190,27.21095,12.23971,2.79101,18.59068,0.70817,1146.71135,0.87409,0.93282,26.72944
Type04,230,PCA_LINEAR,26.58592,23.96155,15.35943,4.54926,49.93570,4.33930,2157.89336,0.82350,0.90321,23.77934
Type04,230,PCA_SVR,32.23525,29.25142,13.66224,3.57775,0.93741,2.42636,565.02284,0.85374,0.92110,28.81339
Type04,230,PURE_GPR,26.36429,23.74896,14.98735,4.24061,47.64312,3.36379,1837.49589,0.82108,0.90175,23.53752
Type04,230,PURE_KRR,27.44537,24.53539,14.20489,3.44478,38.37748,2.35424,1593.14941,0.84559,0.91634,24.24958
Type04,230,PURE_SVR,26.35473,23.73902,14.99598,4.23793,47.52088,3.35992,1830.79061,0.82073,0.90154,23.52733
Type04,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type04,235,PCA_GPR,29.67160,26.48273,24.08315,3.68504,6.77262,5.31441,538.61028,0.84634,0.91678,25.98732
Type04,235,PCA_KRR,28.97213,25.71733,14.79290,3.26370,34.88012,1.99021,1671.06040,0.85040,0.91915,25.36553
Type04,235,PCA_LINEAR,27.46472,24.65470,16.92450,4.98723,50.02845,5.10153,2234.19431,0.80249,0.89042,24.39698
Type04,235,PCA_SVR,30.49246,27.13851,14.23621,2.38227,22.58018,1.04732,1285.92886,0.87919,0.93571,26.50805
Type04,235,PURE_GPR,27.14914,24.35907,16.39923,4.70150,48.38750,4.30521,2005.74912,0.80379,0.89122,24.08086
