Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type00,270,PURE_SVR,6.56897,6.03624,7.25229,1.83477,0.90080,0.30712,129.67271,0.93634,0.96713,5.86816
Type00,270,RATIO_CTRL,4.40023,3.88295,7.42536,2.87704,5.64805,4.70018,1339.58654,0.90936,0.95253,3.69628
Type00,275,PCA_GPR,5.73664,5.11057,6.82583,2.02167,20.81304,1.41141,1101.61627,0.92885,0.96311,4.37808
Type00,275,PCA_KRR,7.55734,6.96247,3.87046,1.68837,0.63645,0.42518,522.52686,0.93772,0.96786,6.54527
Type00,275,PCA_LINEAR,6.98305,6.31481,2.59274,1.29867,0.35801,0.48921,292.04422,0.95126,0.97502,5.89607
Type00,275,PCA_SVR,8.06376,7.50489,3.97940,1.81938,3.74001,0.35234,456.97898,0.93353,0.96562,7.11963
Type00,275,PURE_GPR,8.21521,7.41082,10.09697,2.62718,5.68410,0.03503,696.04971,0.91097,0.95341,7.09612
Type00,275,PURE_KRR,8.31964,7.40074,10.10193,2.53113,3.66753,0.17928,807.82972,0.91059,0.95320,6.99861
Type00,275,PURE_SVR,8.16794,7.18562,10.12136,2.44906,1.76423,0.41544,873.94108,0.91421,0.95518,6.75482
Type00,275,RATIO_CTRL,4.16162,3.90078,4.66442,1.99741,5.36694,3.95518,703.80583,0.93140,0.96448,2.39107
Type01,230,PCA_GPR,9.96215,9.80334,10.18620,2.46828,30.66741,2.15495,977.91345,0.90832,0.95196,9.66474
Type01,230,PCA_KRR,5.21233,4.84555,0.91265,0.26057,0.98486,0.05282,2.32551,0.98759,0.99376,4.61684
Type01,230,PCA_LINEAR,5.14753,4.56844,1.12445,0.40803,0.66041,0.04054,167.81951,0.98059,0.99020,4.24541
Type01,230,PCA_SVR,5.59998,5.37214,1.69141,0.39236,3.75088,0.22614,65.40279,0.97892,0.98935,5.14732
Type01,230,PURE_GPR,6.40616,6.15322,2.99622,0.76151,7.89277,0.73045,225.21521,0.96566,0.98253,5.92281
Type01,230,PURE_KRR,5.14398,4.79051,0.79647,0.22963,0.56014,0.03407,31.82147,0.98764,0.99378,4.57349
Type01,230,PURE_SVR,4.90850,4.59934,0.48514,0.14420,0.13982,0.04176,89.36186,0.98830,0.99412,4.38078
Type01,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type01,240,PCA_GPR,9.72841,9.37152,16.87748,2.84100,35.35225,3.67345,1348.39812,0.89211,0.94298,9.09191
Type01,240,PCA_KRR,5.20639,4.36676,3.75902,1.64160,6.19380,0.03855,22.12374,0.93240,0.96502,4.24647
Type01,240,PCA_LINEAR,5.44615,4.57187,3.98646,1.64298,3.89999,0.10914,125.70352,0.93958,0.96885,4.41806
Type01,240,PCA_SVR,4.80970,4.10739,3.43465,1.72190,7.96351,0.22616,39.82959,0.93226,0.96494,4.06965
Type01,240,PURE_GPR,5.21134,4.36351,4.31032,1.93816,5.51130,0.11932,117.65225,0.92904,0.96322,4.18939
Type01,240,PURE_KRR,5.15675,4.39146,4.01160,1.82750,5.28741,0.18883,80.43786,0.93239,0.96501,4.34329
Type01,240,PURE_SVR,5.46920,4.77306,4.06320,1.83267,4.61549,0.37384,69.42980,0.93337,0.96553,4.64678
Type01,240,RATIO_CTRL,4.28186,4.16989,3.29309,1.34022,2.24498,1.21496,289.47181,0.95132,0.97505,1.98424
Type01,250,PCA_GPR,6.12494,5.88550,3.87102,1.60374,3.74644,0.57093,171.84566,0.93396,0.96585,5.80422
Type01,250,PCA_KRR,5.03483,4.56136,3.88476,1.51279,3.95190,0.05489,65.54755,0.94031,0.96924,4.54090
Type01,250,PCA_LINEAR,5.02259,4.57677,3.59811,1.36832,4.48960,0.07735,163.67131,0.94291,0.97061,4.54198
Type01,250,PCA_SVR,5.28829,4.90517,3.67878,1.38256,1.11729,0.02460,32.39098,0.94166,0.96995,4.88339
Type01,250,PURE_GPR,4.97637,4.46365,5.43085,1.98580,4.50054,0.39185,27.41787,0.92649,0.96185,4.44275
Type01,250,PURE_KRR,5.23234,4.76705,5.17571,1.88106,2.68392,0.47663,29.12787,0.93651,0.96722,4.74426
Type01,250,PURE_SVR,5.37413,4.89138,5.20994,1.91302,2.25348,0.50781,74.31234,0.93359,0.96565,4.86422
Type01,250,RATIO_CTRL,2.11455,1.83930,3.05443,1.17578,0.59794,2.44504,359.02046,0.95803,0.97857,1.83102
Type01,260,PCA_GPR,6.59968,5.46402,8.11228,2.84773,8.00702,3.04203,217.23487,0.89986,0.94729,4.86833
Type01,260,PCA_KRR,6.70103,5.64089,8.93395,3.15874,3.07187,2.83957,152.31720,0.89917,0.94691,5.46505
Type01,260,PCA_LINEAR,6.67514,5.61753,7.46189,2.95363,5.81903,2.80811,189.55084,0.89046,0.94205,5.24845
Type01,260,PCA_SVR,6.70887,5.56747,8.69120,3.10661,9.78339,3.24074,362.95404,0.88446,0.93869,4.92055
Type01,260,PURE_GPR,7.29199,6.38630,8.93219,3.76671,1.02119,1.07162,193.76179,0.87925,0.93575,6.06997
Type01,260,PURE_KRR,7.24967,6.24771,9.67737,3.83919,1.80656,1.32093,265.33958,0.86959,0.93024,5.91508
Type01,260,PURE_SVR,7.36602,6.32440,9.07558,3.81125,2.43535,1.45313,228.71432,0.87208,0.93167,5.79052
Type01,260,RATIO_CTRL,5.22332,4.97291,6.35770,2.12573,0.23842,0.98627,719.40004,0.93056,0.96403,2.96365
Type01,280,PCA_GPR,6.49448,5.34083,10.93833,2.92747,35.24083,3.12789,1658.75476,0.86320,0.92658,4.74281
Type01,280,PCA_KRR,6.37283,5.43876,5.96429,2.04667,11.68112,1.21920,906.41844,0.88623,0.93968,5.16397
Type01,280,PCA_LINEAR,6.14804,5.53605,5.47033,2.32381,5.70037,1.11767,190.99306,0.90130,0.94809,5.49013
Type01,280,PCA_SVR,6.82492,5.64588,5.87844,2.08946,15.54262,1.53101,1218.14919,0.87251,0.93192,4.77483
Type01,280,PURE_GPR,6.34097,5.64001,8.74457,3.30511,12.61244,1.86164,538.07299,0.88338,0.93808,5.19618
Type01,280,PURE_KRR,7.34905,6.56220,8.51121,3.17178,7.80868,2.40053,719.05185,0.86657,0.92852,6.04391
Type01,280,PURE_SVR,8.46288,7.78213,8.47419,3.15773,7.53884,2.61732,836.70392,0.86103,0.92533,7.52119
Type01,280,RATIO_CTRL,4.08813,3.50540,8.29653,2.50098,4.50275,4.74637,1572.48304,0.92551,0.96132,3.13999
Type02,230,PCA_GPR,7.55887,7.49505,5.64401,1.32352,15.91806,1.20134,416.48172,0.94080,0.96950,7.27971
Type02,230,PCA_KRR,5.36605,4.96193,0.81705,0.41360,0.00705,0.46777,107.14118,0.97893,0.98935,4.76196
Type02,230,PCA_LINEAR,5.48255,4.99286,1.82631,0.55313,2.36737,0.30060,252.90947,0.96478,0.98207,4.80694
Type02,230,PCA_SVR,5.66845,5.38656,1.67991,0.36221,3.83091,0.06239,52.05479,0.98012,0.98996,5.14193
Type02,230,PURE_GPR,7.42581,7.15002,3.17287,0.71287,6.63106,0.50352,40.52682,0.96208,0.98067,6.86822
Type02,230,PURE_KRR,5.29193,4.88170,0.72420,0.34133,0.17129,0.33564,94.14471,0.98189,0.99086,4.66955
Type02,230,PURE_SVR,5.45346,5.01700,0.65135,0.20950,0.07798,0.11459,119.19574,0.98566,0.99278,4.77798
Type02,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type02,250,PCA_GPR,8.01700,7.48390,7.61342,3.27715,5.09682,6.61679,1089.33195,0.87230,0.93179,7.43781
Type02,250,PCA_KRR,7.36178,6.82352,6.26944,2.58844,0.11997,5.20038,691.31057,0.89146,0.94262,6.77196
Type02,250,PCA_LINEAR,6.94587,6.46239,5.52533,2.01121,0.35411,4.15421,717.88175,0.91316,0.95461,6.38625
Type02,250,PCA_SVR,8.30890,7.76115,7.77848,3.48476,4.92151,6.74648,944.96313,0.86094,0.92527,7.71069
Type02,250,PURE_GPR,7.07127,6.40789,8.62765,2.60249,0.96507,5.33004,521.40264,0.88283,0.93777,6.34873
Type02,250,PURE_KRR,7.93096,7.27835,9.49754,3.08277,3.44180,6.27324,653.37181,0.86564,0.92798,7.21978
Type02,250,PURE_SVR,7.83920,7.22676,8.78967,2.88680,1.77869,5.59565,472.72407,0.86944,0.93016,7.17071
Type02,250,RATIO_CTRL,4.58506,3.69528,8.02903,3.02503,6.58251,6.57110,1507.40623,0.88992,0.94175,3.67971
Type02,260,PCA_GPR,4.91612,4.37301,6.30718,2.07755,14.65217,1.15360,535.66182,0.91299,0.95452,4.32960
Type02,260,PCA_KRR,5.75116,5.27818,3.82004,1.63942,0.61608,2.11826,82.19699,0.93025,0.96386,5.21428
Type02,260,PCA_LINEAR,5.75340,5.28681,3.54611,1.31108,0.81852,1.70237,133.78462,0.94147,0.96985,5.21951
Type02,260,PCA_SVR,5.69358,5.07488,3.02416,1.47836,2.68167,1.47712,165.56969,0.93079,0.96415,4.98722
Type02,260,PURE_GPR,7.30456,6.53742,8.71601,2.32780,6.08816,3.55774,0.60967,0.89333,0.94366,6.45880
Type02,260,PURE_KRR,6.61144,5.78404,8.69785,2.34337,4.46964,3.67726,29.20378,0.89669,0.94553,5.72406
Type02,260,PURE_SVR,6.37869,5.57212,8.14205,2.25885,3.18888,3.23323,205.03428,0.89462,0.94438,5.51379
Type02,260,RATIO_CTRL,4.25755,3.55245,7.24354,2.85301,8.06601,5.47988,1221.39963,0.90423,0.94971,3.53680
Type02,270,PCA_GPR,8.02776,6.92619,15.77003,3.20867,37.52493,0.24097,1457.39481,0.87959,0.93594,6.57420
Type02,270,PCA_KRR,7.12584,6.85533,3.59061,1.23762,1.45169,0.42863,121.40589,0.94386,0.97112,6.53547
Type02,270,PCA_LINEAR,7.17669,6.85758,3.47922,1.43924,2.14688,0.94444,107.33647,0.93612,0.96701,6.54467
Type02,270,PCA_SVR,7.83646,7.47939,3.90958,1.32206,1.49084,0.78883,85.29693,0.93927,0.96868,7.12084
Type02,270,PURE_GPR,8.29507,7.70138,8.49590,2.59962,6.24579,2.77412,229.13096,0.89149,0.94263,7.42614
Type02,270,PURE_KRR,8.00117,7.47401,7.96822,2.43285,5.22969,2.11374,345.94472,0.89541,0.94482,7.25369
Type02,270,PURE_SVR,7.68009,7.20990,8.07846,2.46063,5.79473,2.24223,349.16864,0.89499,0.94458,7.00042
Type02,270,RATIO_CTRL,4.89684,4.19470,7.11948,3.35881,8.82973,6.07201,1298.22416,0.88886,0.94116,4.17882
Type03,230,PCA_GPR,19.14663,18.21146,26.06756,5.67070,79.26899,5.91430,2540.77265,0.80614,0.89267,18.12955
Type03,230,PCA_KRR,5.05347,4.71631,0.76012,0.21492,0.55370,0.00999,90.81864,0.98266,0.99125,4.48784
Type03,230,PCA_LINEAR,4.97084,4.55909,1.03372,0.39909,1.98605,0.49931,156.06895,0.98013,0.98997,4.37496
Type03,230,PCA_SVR,5.59263,5.39496,2.17303,0.47839,5.35426,0.38561,101.00906,0.97214,0.98587,5.17068
Type03,230,PURE_GPR,5.64350,5.39704,1.80166,0.38049,3.66680,0.14518,7.73390,0.97503,0.98736,5.15853
Type03,230,PURE_KRR,4.98931,4.64097,0.63604,0.18746,0.14063,0.00148,97.57132,0.98355,0.99171,4.41278
Type03,230,PURE_SVR,4.82177,4.42773,0.52503,0.15717,1.19550,0.03913,113.37657,0.98926,0.99460,4.20957
Type03,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type03,235,PCA_GPR,16.75421,16.27721,21.07408,4.39099,63.52375,4.74349,1915.20180,0.84667,0.91697,16.11016
Type03,235,PCA_KRR,6.11153,5.55145,2.82318,0.73110,2.49015,0.39320,322.25670,0.96256,0.98092,5.19689
Type03,235,PCA_LINEAR,6.18567,5.60998,2.70118,0.70092,1.57849,0.39856,263.46535,0.96313,0.98122,5.22310
Type03,235,PCA_SVR,6.05917,5.49668,3.36065,0.93574,4.82341,0.51080,484.77275,0.95386,0.97638,5.23700
Type03,235,PURE_GPR,6.07255,5.52712,2.61371,0.65950,1.17435,0.29321,277.00366,0.96192,0.98059,5.13390
Type03,235,PURE_KRR,6.03064,5.48123,2.95118,0.79125,3.23576,0.37873,399.52303,0.95722,0.97815,5.15229
Type03,235,PURE_SVR,6.17473,5.63910,3.30942,0.90777,3.73093,0.31577,462.69442,0.95242,0.97563,5.36065
Type03,235,RATIO_CTRL,2.31960,2.18274,2.00909,0.52800,0.83791,0.52798,2.60315,0.97623,0.98797,1.15659
Type03,245,PCA_GPR,11.05957,10.63625,11.02064,2.15384,30.32387,2.02578,735.30553,0.91481,0.95551,10.45507
Type03,245,PCA_KRR,6.26706,5.60492,2.13399,0.89174,3.54833,0.93195,390.44481,0.96366,0.98149,5.41631
Type03,245,PCA_LINEAR,6.10659,5.44417,1.71836,0.74202,2.36709,0.55866,376.79752,0.96765,0.98356,5.23101
Type03,245,PCA_SVR,6.27333,5.57628,2.38868,1.00096,5.39444,1.08588,480.42837,0.95931,0.97923,5.34903
Type03,245,PURE_GPR,5.64440,4.99849,2.14591,0.88437,5.61248,0.87209,560.33853,0.95280,0.97583,4.74619
Type03,245,PURE_KRR,6.11863,5.45997,2.22937,0.89579,4.06652,0.85069,497.27455,0.95280,0.97583,5.24713
Type03,245,PURE_SVR,6.13394,5.49262,2.19612,0.88506,3.59393,0.79902,484.00418,0.95302,0.97594,5.26724
Type03,245,RATIO_CTRL,1.66920,1.44330,2.04148,0.63414,0.80620,1.22037,103.84382,0.97649,0.98811,1.43645
Type03,250,PCA_GPR,9.19792,8.55662,6.87236,1.64809,16.67651,1.25663,211.92211,0.92986,0.96366,8.38548
Type03,250,PCA_KRR,6.89634,6.21058,3.06557,0.99731,0.38987,0.42162,320.65841,0.95003,0.97437,5.93573
Type03,250,PCA_LINEAR,6.88903,6.13821,3.13880,1.09172,0.23927,0.04069,351.81916,0.94789,0.97325,5.83724
Type03,250,PCA_SVR,6.38973,5.81493,2.56855,0.87527,0.55111,0.35816,216.38496,0.95602,0.97752,5.59585
Type03,250,PURE_GPR,6.52201,5.78458,3.13723,1.07564,2.43062,0.30885,553.94569,0.93758,0.96778,5.41372
Type03,250,PURE_KRR,6.51027,5.85461,2.80983,1.00998,1.33756,0.26607,441.73543,0.93976,0.96895,5.57575
Type03,250,PURE_SVR,6.29407,5.69612,2.53403,0.95651,1.17913,0.18031,377.74123,0.94283,0.97057,5.45474
Type03,250,RATIO_CTRL,2.63446,2.40549,3.59249,1.47635,3.74311,2.20444,243.80812,0.94417,0.97128,2.27628
Type03,255,PCA_GPR,6.58603,6.14420,2.84557,0.99530,2.44604,0.59537,470.91947,0.95704,0.97805,5.87741
Type03,255,PCA_KRR,6.63803,6.16694,2.52767,0.81520,2.86864,0.26651,434.68559,0.96178,0.98052,5.84760
Type03,255,PCA_LINEAR,6.56890,6.12291,2.84243,0.99402,2.60046,0.58319,476.25832,0.95704,0.97805,5.85786
Type03,255,PCA_SVR,6.29086,5.74553,2.12709,0.69529,2.26703,0.52695,237.94284,0.96804,0.98376,5.32705
Type03,255,PURE_GPR,6.39379,5.90471,2.52214,0.91515,3.95875,0.46132,676.02219,0.94485,0.97164,5.63666
Type03,255,PURE_KRR,6.13192,5.59943,2.27499,0.81906,4.72995,0.41562,603.43552,0.94885,0.97375,5.26310
Type03,255,PURE_SVR,6.00530,5.43982,2.54468,0.80806,5.23973,0.45902,529.92734,0.95057,0.97466,5.01549
Type03,255,RATIO_CTRL,3.32976,3.12998,3.56310,1.75046,1.20445,3.25800,237.75259,0.94089,0.96955,2.32733
Type03,260,PCA_GPR,6.09594,5.63988,4.44930,1.65306,16.17441,0.96015,828.73995,0.93489,0.96635,4.51406
Type03,260,PCA_KRR,7.12225,6.21718,3.15736,0.85553,0.10190,0.11158,243.62286,0.95856,0.97884,5.63349
Type03,260,PCA_LINEAR,7.21974,6.27191,3.06907,0.76332,0.01800,0.31421,265.62154,0.96366,0.98149,5.59376
Type03,260,PCA_SVR,6.55496,5.78032,2.52774,0.80942,1.35456,0.39513,76.06958,0.96178,0.98052,5.33169
Type03,260,PURE_GPR,7.26457,6.33407,3.06167,0.96702,0.05210,0.36440,463.04203,0.93845,0.96825,5.61159
Type03,260,PURE_KRR,6.56012,5.80705,3.06425,0.97381,2.78316,0.18700,492.48346,0.93893,0.96850,5.01512
Type03,260,PURE_SVR,6.12771,5.46279,2.82929,1.01283,3.95714,0.12264,457.43597,0.93892,0.96850,4.65572
Type03,260,RATIO_CTRL,2.87525,2.65304,3.85687,1.49218,4.06017,3.42077,570.17040,0.94798,0.97329,2.26818
Type03,265,PCA_GPR,6.44008,5.68335,9.55593,2.83006,31.55759,2.39321,1632.37673,0.89774,0.94612,5.40215
Type03,265,PCA_KRR,7.76842,6.70021,5.15044,1.50439,1.72796,0.11422,492.28266,0.93697,0.96746,6.52571
Type03,265,PCA_LINEAR,7.75758,6.66096,5.42642,1.58025,0.93586,0.16731,490.75126,0.93641,0.96716,6.47610
Type03,265,PCA_SVR,7.97942,6.99643,5.11192,1.58045,4.70144,0.42341,378.19188,0.93307,0.96538,6.83648
Type03,265,PURE_GPR,7.82260,6.64848,5.02593,1.61039,1.51340,0.32423,708.17429,0.91598,0.95615,6.46971
Type03,265,PURE_KRR,7.26855,6.07321,4.81764,1.52365,1.77016,0.08264,829.30961,0.91795,0.95722,5.89724
Type03,265,PURE_SVR,7.04822,5.82597,4.69068,1.49835,3.07489,0.06270,853.51380,0.91853,0.95754,5.65692
Type03,265,RATIO_CTRL,3.74221,3.12688,6.62468,2.39299,5.26108,3.71512,470.21946,0.91986,0.95826,3.11515
Type03,270,PCA_GPR,8.01339,7.09229,15.09349,4.16773,48.41016,2.99211,2035.68622,0.85790,0.92351,6.94693
Type03,270,PCA_KRR,7.16939,6.19805,4.47797,1.18207,1.94323,1.03034,313.00686,0.94694,0.97275,5.86881
Type03,270,PCA_LINEAR,6.95620,6.02699,4.21719,1.12338,0.44453,0.87481,305.52120,0.94966,0.97418,5.67746
Type03,270,PCA_SVR,7.98670,6.91681,4.54762,1.24876,6.74420,1.45714,205.72053,0.94378,0.97108,6.66375
Type03,270,PURE_GPR,6.79307,5.87983,4.14295,1.22134,0.24506,1.07318,587.41250,0.92377,0.96037,5.46470
Type03,270,PURE_KRR,6.58290,5.63668,4.50618,1.26604,1.47597,0.98174,714.51329,0.92364,0.96031,5.11740
Type03,270,PURE_SVR,6.67435,5.69053,4.71868,1.31762,2.15322,0.90210,776.28962,0.91949,0.95806,5.12318
Type03,270,RATIO_CTRL,2.51104,1.96764,5.36816,1.65485,4.99202,4.74996,784.02583,0.94585,0.97217,1.96100
Type03,275,PCA_GPR,10.22439,8.96236,19.85015,4.73945,62.62484,4.00793,2467.88038,0.83908,0.91250,8.81215
Type03,275,PCA_KRR,7.77581,6.47715,4.39019,1.18916,3.81406,1.38463,143.50268,0.94400,0.97119,6.30053
Type03,275,PCA_LINEAR,7.59900,6.35739,4.17651,1.16833,2.61561,1.16143,139.09031,0.94317,0.97075,6.19002
Type03,275,PCA_SVR,8.40555,7.06019,4.94141,1.27831,7.18056,1.66022,64.51672,0.94123,0.96973,6.87599
Type03,275,PURE_GPR,6.96981,5.66892,3.68036,1.23692,0.33026,1.21956,550.12661,0.91912,0.95785,5.43804
Type03,275,PURE_KRR,7.17152,5.77007,3.92069,1.26718,0.99968,1.35722,565.65878,0.91873,0.95764,5.52630
Type03,275,PURE_SVR,7.39632,5.93683,4.01046,1.30446,1.28677,1.36981,613.14604,0.91603,0.95618,5.67418
Type03,275,RATIO_CTRL,3.33802,2.69900,7.41300,2.26230,7.36199,5.43632,1082.43057,0.91995,0.95831,2.68921
Type03,280,PCA_GPR,13.56663,11.62868,24.77285,6.12301,82.28862,5.06480,3276.41445,0.80666,0.89298,10.96752
Type03,280,PCA_KRR,8.04484,7.35178,3.30262,1.16779,2.91272,1.42029,380.62879,0.95252,0.97568,6.59735
Type03,280,PCA_LINEAR,8.35891,7.68682,3.32824,1.20070,1.15321,1.39392,339.00090,0.94848,0.97356,6.94927
Type03,280,PCA_SVR,7.67374,6.88606,3.27228,1.17795,7.27118,1.04980,514.29929,0.95100,0.97488,6.07977
Type03,280,PURE_GPR,6.85790,6.17224,3.92306,1.33551,8.85035,1.13844,960.57615,0.92729,0.96228,5.29039
Type03,280,PURE_KRR,7.26510,6.57167,3.16044,1.23804,4.72860,1.50309,779.37760,0.92881,0.96309,5.77377
Type03,280,PURE_SVR,7.36143,6.65089,2.93392,1.20489,3.88903,1.62856,759.40726,0.92965,0.96354,5.85729
Type03,280,RATIO_CTRL,7.77206,7.58604,7.28075,2.23866,5.21922,6.11009,1017.89162,0.92854,0.96295,3.06073
Type04,230,PCA_GPR,19.58915,18.54640,26.25033,5.86069,79.61014,5.88001,2638.56212,0.81059,0.89539,18.46900
Type04,230,PCA_KRR,5.30343,4.97797,0.78172,0.21807,0.56534,0.03247,81.36205,0.98859,0.99426,4.73134
Type04,230,PCA_LINEAR,5.33375,4.95927,1.05888,0.40438,2.09854,0.56027,150.33350,0.98154,0.99069,4.75059
Type04,230,PCA_SVR,5.78978,5.57755,2.16771,0.48060,5.31230,0.32424,114.32666,0.97904,0.98941,5.34623
Type04,230,PURE_GPR,6.00003,5.73630,1.94630,0.40673,3.55699,0.06431,21.35150,0.98050,0.99015,5.49463
Type04,230,PURE_KRR,5.16287,4.83506,0.58048,0.17339,0.05005,0.05565,89.78765,0.99033,0.99514,4.58925
Type04,230,PURE_SVR,4.98427,4.64177,0.46545,0.15316,1.24485,0.03952,107.70437,0.99162,0.99579,4.40417
Type04,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type04,235,PCA_GPR,16.95622,16.30710,21.43979,5.02483,66.52226,5.99505,2242.79279,0.83527,0.91024,16.16615
Type04,235,PCA_KRR,5.68868,5.39218,2.66844,0.72518,0.25870,0.85318,67.31879,0.96992,0.98473,5.19679
Type04,235,PCA_LINEAR,5.71952,5.44838,2.63553,0.67853,1.06531,0.81923,9.55329,0.97265,0.98613,5.20196
Type04,235,PCA_SVR,5.68908,5.31446,2.50554,0.80825,1.91957,0.75880,229.45720,0.96512,0.98225,5.15741
Type04,235,PURE_GPR,5.53092,5.28123,2.75209,0.69567,1.35184,0.78220,10.87869,0.96963,0.98458,5.04059
Type04,235,PURE_KRR,5.52233,5.21060,2.60380,0.72102,0.69547,0.75523,138.38324,0.96755,0.98351,5.03881
