Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type00,275,PCA_KRR,12.54728,11.59482,3.37441,1.75707,3.82968,1.43016,849.69618,0.92858,0.96297,11.16306
Type00,275,PCA_LINEAR,12.23976,11.21314,2.83020,1.41622,4.81569,0.50013,662.23463,0.93749,0.96773,10.73604
Type00,275,PCA_SVR,13.22146,12.37099,3.57682,1.92450,1.27050,1.20112,706.15569,0.92381,0.96040,11.98114
Type00,275,PURE_GPR,12.22200,11.22718,8.19968,2.44976,6.67010,1.19824,1517.57622,0.89120,0.94247,10.81772
Type00,275,PURE_KRR,12.73105,11.65414,7.96811,2.46660,5.47395,0.85639,1501.20234,0.88721,0.94023,11.22510
Type00,275,PURE_SVR,12.53147,11.40507,8.03483,2.41331,6.97037,1.07742,1574.76013,0.88896,0.94121,10.96140
Type00,275,RATIO_CTRL,4.20721,3.92120,4.76897,2.04377,4.99773,3.71512,544.52677,0.92433,0.96068,2.46898
Type01,230,PCA_GPR,24.16021,23.49268,27.32564,6.60805,82.92205,5.93072,2899.74525,0.78867,0.88185,23.33829
Type01,230,PCA_KRR,9.79971,9.13470,1.15991,0.37195,1.03778,0.26588,102.32920,0.97077,0.98517,8.74110
Type01,230,PCA_LINEAR,9.33775,8.64949,1.07848,0.45925,3.24656,0.22767,51.09974,0.98004,0.98992,8.31005
Type01,230,PCA_SVR,10.16312,9.57330,1.61068,0.41015,1.19155,0.16683,46.36654,0.97117,0.98537,9.17985
Type01,230,PURE_GPR,10.78282,10.27087,3.07702,0.75207,6.15316,0.39589,186.21066,0.96061,0.97991,9.89137
Type01,230,PURE_KRR,9.78841,9.10304,1.22979,0.34402,1.15215,0.32454,108.18708,0.97263,0.98612,8.70819
Type01,230,PURE_SVR,9.85926,9.18886,1.13568,0.29958,2.05232,0.43955,190.30698,0.98003,0.98992,8.80006
Type01,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type01,240,PCA_GPR,18.07294,17.85226,16.97112,3.83623,47.10898,3.26439,1808.20139,0.86965,0.93028,17.54100
Type01,240,PCA_KRR,9.54275,8.55796,3.82809,1.69766,9.34490,0.39353,128.28063,0.93178,0.96469,8.36743
Type01,240,PCA_LINEAR,10.01861,8.91530,4.03488,1.66955,7.62331,0.41334,96.36660,0.93245,0.96504,8.60854
Type01,240,PCA_SVR,9.43025,8.48509,3.27744,1.63183,8.92470,0.04277,86.37139,0.93572,0.96679,8.28117
Type01,240,PURE_GPR,9.95016,8.89302,4.35483,1.91368,9.08227,0.38978,126.47713,0.92664,0.96193,8.69385
Type01,240,PURE_KRR,9.53324,8.53688,4.10489,1.87700,9.04500,0.12499,68.59575,0.92998,0.96372,8.34730
Type01,240,PURE_SVR,9.72230,8.66806,4.42190,1.98316,9.83983,0.00560,144.97245,0.92488,0.96097,8.46526
Type01,240,RATIO_CTRL,4.27002,4.17210,3.41465,1.34109,2.71261,1.24776,205.82566,0.94734,0.97296,1.96736
Type01,250,PCA_GPR,12.97802,12.71487,7.48185,1.99154,15.86106,1.04885,596.24311,0.92605,0.96161,12.41258
Type01,250,PCA_KRR,9.71806,8.96445,4.63216,1.59352,7.42153,0.52413,142.21675,0.93171,0.96465,8.75275
Type01,250,PCA_LINEAR,9.80514,9.05727,4.49769,1.46809,7.34690,0.54362,224.21569,0.93492,0.96636,8.81613
Type01,250,PCA_SVR,10.24242,9.60436,4.38045,1.55180,3.44892,0.13685,22.34133,0.93237,0.96500,9.33556
Type01,250,PURE_GPR,9.64612,8.85728,5.56575,1.99700,8.61277,0.23103,143.28646,0.92631,0.96174,8.73334
Type01,250,PURE_KRR,9.78267,9.03699,5.36060,1.93798,6.29325,0.14873,28.67550,0.92934,0.96338,8.85940
Type01,250,PURE_SVR,10.10320,9.34084,5.36321,2.00276,7.73075,0.18002,109.27874,0.92492,0.96100,9.18453
Type01,250,RATIO_CTRL,2.09241,1.84972,2.89048,1.16688,0.85118,2.37873,346.93865,0.94989,0.97430,1.84174
Type01,260,PCA_GPR,9.89189,8.86240,7.88921,3.40820,17.27259,3.91875,477.61483,0.87926,0.93575,8.78026
Type01,260,PCA_KRR,11.00390,9.80323,8.13859,3.29187,8.30517,3.30865,90.05132,0.88234,0.93749,9.64603
Type01,260,PCA_LINEAR,10.55727,9.72688,7.51429,3.22888,8.88995,3.34228,176.60566,0.88399,0.93842,9.61586
Type01,260,PCA_SVR,10.77348,9.55399,8.23038,3.31862,11.20958,3.55277,215.23613,0.88200,0.93730,9.39724
Type01,260,PURE_GPR,11.22918,10.15509,9.10689,3.89437,6.08048,1.99559,98.58650,0.87100,0.93105,9.96622
Type01,260,PURE_KRR,11.25668,10.07245,9.52759,3.92979,7.40174,2.28455,40.82696,0.87068,0.93087,9.86756
Type01,260,PURE_SVR,11.38896,10.20587,9.15168,3.83697,8.21706,2.46006,4.02037,0.87291,0.93214,9.95588
Type01,260,RATIO_CTRL,5.29297,5.04317,6.48861,2.24947,0.88011,0.90824,681.37982,0.91970,0.95817,3.09145
Type01,280,PCA_GPR,12.09955,10.33519,24.50533,6.13104,78.06689,6.76864,2550.27079,0.80669,0.89300,10.37494
Type01,280,PCA_KRR,11.85007,10.74373,6.50285,2.38635,7.43541,1.08372,38.42405,0.92165,0.95923,10.17641
Type01,280,PCA_LINEAR,11.34102,10.70815,5.64835,2.52274,6.31819,1.13653,106.18871,0.90649,0.95095,10.44107
Type01,280,PCA_SVR,12.26670,10.71882,6.15992,2.40053,7.94449,1.26009,91.48382,0.91166,0.95379,9.95558
Type01,280,PURE_GPR,10.93702,9.83464,8.04869,3.46044,11.99522,1.05226,19.30515,0.88317,0.93796,9.55195
Type01,280,PURE_KRR,12.01658,10.78639,7.54071,3.35136,3.69570,1.66120,318.61390,0.89415,0.94412,10.34391
Type01,280,PURE_SVR,12.53880,11.42666,7.51462,3.30121,5.74214,1.77640,395.80823,0.88508,0.93904,10.85288
Type01,280,RATIO_CTRL,4.04647,3.49720,8.21722,2.49669,4.53516,4.78059,1591.44441,0.91512,0.95568,3.10636
Type02,230,PCA_GPR,11.89219,11.50652,5.47429,1.27285,11.32685,0.46957,278.21060,0.93749,0.96774,11.12010
Type02,230,PCA_KRR,9.93194,9.11878,1.88853,0.56766,3.35492,1.14889,213.77579,0.97289,0.98626,8.72725
Type02,230,PCA_LINEAR,9.98002,9.05688,2.53175,0.64962,5.65222,0.56105,308.71795,0.96054,0.97987,8.71297
Type02,230,PCA_SVR,10.25896,9.57465,1.86047,0.49027,0.21095,0.53586,67.38088,0.97258,0.98610,9.12700
Type02,230,PURE_GPR,11.98528,11.28323,3.11842,0.68432,2.24256,0.23349,179.76065,0.95606,0.97753,10.80751
Type02,230,PURE_KRR,9.83288,9.01941,1.72786,0.49230,3.30343,0.99467,214.82282,0.97577,0.98773,8.61418
Type02,230,PURE_SVR,10.43579,9.64872,2.18928,0.53187,3.41888,0.83291,270.59366,0.96817,0.98383,9.23220
Type02,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type02,250,PCA_GPR,12.19648,11.44958,8.00316,3.22486,2.30255,5.47587,982.25551,0.87770,0.93487,11.19275
Type02,250,PCA_KRR,11.63856,10.78228,6.81330,2.51239,2.25130,3.98978,616.60170,0.89866,0.94662,10.54307
Type02,250,PCA_LINEAR,11.31985,10.50266,6.03562,1.95396,2.51455,3.04945,610.74786,0.91731,0.95687,10.24338
Type02,250,PCA_SVR,12.42099,11.67772,8.21686,3.41104,3.05188,5.85261,1004.45569,0.87071,0.93089,11.41449
Type02,250,PURE_GPR,11.82975,10.97561,8.35335,2.56667,3.78633,3.80955,164.13907,0.87285,0.93211,10.72266
Type02,250,PURE_KRR,12.14528,11.26920,9.09626,2.97385,1.63544,4.71547,299.10706,0.86000,0.92473,11.04773
Type02,250,PURE_SVR,11.89048,11.03010,8.30467,2.68651,3.22138,4.01705,135.49290,0.87282,0.93209,10.76881
Type02,250,RATIO_CTRL,4.57639,3.69044,8.03580,3.03271,7.40221,6.39980,1455.26649,0.88734,0.94031,3.67546
Type02,260,PCA_GPR,9.20576,8.07850,5.48025,2.05623,16.93290,0.14379,539.90200,0.91637,0.95636,7.85946
Type02,260,PCA_KRR,10.85814,9.94739,3.85279,1.68361,3.54492,1.02787,28.43972,0.92938,0.96340,9.69254
Type02,260,PCA_LINEAR,10.81417,9.95417,3.44844,1.31161,3.46001,0.68231,77.70639,0.94331,0.97083,9.66628
Type02,260,PCA_SVR,10.83684,9.76240,3.38017,1.45006,4.83864,0.51789,130.69966,0.93505,0.96643,9.43748
Type02,260,PURE_GPR,11.91810,10.85629,8.12065,2.18259,1.36428,1.82230,521.08597,0.88128,0.93690,10.57909
Type02,260,PURE_KRR,11.29037,10.26245,8.18938,2.25941,3.04578,1.90183,511.12700,0.88172,0.93714,10.04074
Type02,260,PURE_SVR,11.08362,10.09151,7.64792,2.05884,4.33276,1.45350,635.02001,0.88696,0.94010,9.82379
Type02,260,RATIO_CTRL,4.23269,3.49344,7.20997,2.82988,9.40757,5.43018,1219.67255,0.89956,0.94712,3.48236
Type02,270,PCA_GPR,9.74130,8.66289,15.69721,3.54491,41.30060,1.37731,1471.99107,0.87155,0.93137,8.50840
Type02,270,PCA_KRR,11.95830,11.20384,3.18381,1.38527,5.42780,0.74425,180.93535,0.93906,0.96857,10.87409
Type02,270,PCA_LINEAR,11.95457,11.16542,3.61271,1.50743,6.07909,0.22138,150.75001,0.93302,0.96535,10.83642
Type02,270,PCA_SVR,12.38821,11.63795,3.41538,1.50423,3.70722,0.41958,132.90622,0.93540,0.96662,11.30419
Type02,270,PURE_GPR,12.67246,11.84357,7.82095,2.39400,3.75368,0.77180,880.26965,0.87564,0.93370,11.53910
Type02,270,PURE_KRR,12.43208,11.60502,7.27326,2.21759,4.89809,0.05832,1002.27743,0.88064,0.93653,11.31387
Type02,270,PURE_SVR,12.14782,11.30513,7.47262,2.19776,4.82938,0.31439,982.17037,0.88162,0.93709,11.02094
Type02,270,RATIO_CTRL,4.77948,4.04232,7.01593,3.27417,9.13106,5.91991,1308.36129,0.88511,0.93906,4.02868
Type03,230,PCA_GPR,22.68431,22.18917,26.69713,5.54006,76.25821,5.59463,2431.64436,0.80611,0.89265,21.97937
Type03,230,PCA_KRR,9.71579,9.01863,1.46414,0.35414,1.85124,0.35554,190.87252,0.97501,0.98735,8.62607
Type03,230,PCA_LINEAR,9.53885,8.76085,1.82750,0.66418,4.44070,0.77203,249.96738,0.96980,0.98467,8.44272
Type03,230,PCA_SVR,10.20713,9.65467,2.24063,0.52188,2.55531,0.00609,14.43639,0.96529,0.98234,9.24982
Type03,230,PURE_GPR,10.30401,9.72939,2.50788,0.50976,2.32309,0.12995,44.25206,0.96732,0.98339,9.32855
Type03,230,PURE_KRR,9.64633,8.93961,1.42303,0.34050,2.19649,0.37179,191.45198,0.97559,0.98764,8.54571
Type03,230,PURE_SVR,9.40777,8.65646,1.32972,0.34023,3.76967,0.43834,225.10474,0.97927,0.98953,8.27834
Type03,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type03,235,PCA_GPR,20.50770,20.27059,21.28414,4.29944,59.65589,4.45369,1741.59892,0.84613,0.91665,19.98278
Type03,235,PCA_KRR,10.50158,9.58849,2.59856,0.91820,5.84766,0.67839,487.31118,0.94824,0.97343,9.19637
Type03,235,PCA_LINEAR,10.61697,9.70375,2.53759,0.89964,4.98321,0.65019,424.69683,0.94926,0.97397,9.28215
Type03,235,PCA_SVR,10.18376,9.19437,3.22471,1.22266,9.74407,0.96973,686.64027,0.93865,0.96835,8.91645
Type03,235,PURE_GPR,10.59109,9.73228,2.41181,0.84750,3.70962,0.56255,367.40829,0.95357,0.97623,9.30462
Type03,235,PURE_KRR,10.45393,9.54213,2.74135,0.98988,6.12166,0.71491,507.65473,0.94613,0.97232,9.16998
Type03,235,PURE_SVR,10.74898,9.77868,3.04442,1.11062,6.81172,0.72606,544.38762,0.94479,0.97161,9.42844
Type03,235,RATIO_CTRL,2.31459,2.18553,1.89203,0.55285,0.00182,0.56030,70.60189,0.96919,0.98436,1.16061
Type03,245,PCA_GPR,15.27394,14.84876,12.83473,2.04188,28.62393,1.75627,593.36904,0.91475,0.95547,14.56200
Type03,245,PCA_KRR,10.63414,9.66658,3.37011,1.24458,5.09953,1.10039,527.66741,0.94936,0.97402,9.42287
Type03,245,PCA_LINEAR,10.67958,9.71143,2.98351,0.94294,3.81799,0.80812,512.35173,0.95840,0.97876,9.42624
Type03,245,PCA_SVR,10.54700,9.54640,3.56686,1.38983,6.81873,1.25218,614.78203,0.94381,0.97109,9.29059
Type03,245,PURE_GPR,10.26085,9.29076,2.95546,1.22897,6.09084,1.16420,540.11756,0.94257,0.97044,9.04411
Type03,245,PURE_KRR,10.57607,9.61021,3.07067,1.27274,4.52226,1.12096,482.13416,0.94345,0.97090,9.36957
Type03,245,PURE_SVR,10.80914,9.88435,3.04650,1.27879,4.30955,1.04493,454.95163,0.94232,0.97031,9.64032
Type03,245,RATIO_CTRL,1.68708,1.45703,1.85449,0.58562,2.16911,1.27721,60.23468,0.97700,0.98836,1.44124
Type03,250,PCA_GPR,13.40105,12.66296,7.65697,1.49815,14.70988,0.91239,108.95412,0.92726,0.96226,12.34854
Type03,250,PCA_KRR,11.11219,10.18069,3.14966,1.15599,2.37222,0.65363,415.32391,0.93907,0.96858,9.88283
Type03,250,PCA_LINEAR,11.21760,10.22689,3.00723,1.12670,1.59826,0.37259,451.53517,0.93832,0.96818,9.90726
Type03,250,PCA_SVR,11.09383,10.23641,2.57731,0.99801,0.43111,0.43586,260.26636,0.94357,0.97096,9.95127
Type03,250,PURE_GPR,10.89973,9.93017,3.12567,1.20991,3.02389,0.71939,444.61486,0.93694,0.96744,9.60073
Type03,250,PURE_KRR,10.90246,9.99438,2.85039,1.17510,1.96501,0.69511,339.27672,0.93767,0.96783,9.70720
Type03,250,PURE_SVR,10.82135,9.95242,2.52718,1.11388,2.07260,0.62236,292.55664,0.94010,0.96913,9.67497
Type03,250,RATIO_CTRL,2.62180,2.38957,3.57389,1.44951,4.85670,2.18293,235.41523,0.93309,0.96539,2.27105
Type03,255,PCA_GPR,11.34220,10.46797,2.99773,1.00115,5.90390,0.28031,626.54001,0.95352,0.97621,10.10643
Type03,255,PCA_KRR,11.36548,10.45973,2.53687,0.91121,6.46149,0.04644,573.72748,0.95748,0.97828,10.05805
Type03,255,PCA_LINEAR,11.32490,10.44620,2.99452,1.00087,6.05707,0.26824,631.84808,0.95376,0.97633,10.08640
Type03,255,PCA_SVR,11.63523,10.79017,2.15597,0.71229,2.65414,0.51267,292.63820,0.96480,0.98208,10.27277
Type03,255,PURE_GPR,11.25317,10.35885,2.73483,0.98482,5.83140,0.02982,565.20321,0.95277,0.97582,9.99269
Type03,255,PURE_KRR,11.04876,10.10680,2.32964,0.90412,6.69356,0.04648,496.22498,0.95661,0.97783,9.71136
Type03,255,PURE_SVR,10.80147,9.84321,2.37889,0.83939,7.40369,0.02326,459.56870,0.95762,0.97835,9.42441
Type03,255,RATIO_CTRL,3.35635,3.14277,3.49981,1.71407,0.84416,3.26676,172.87823,0.93747,0.96772,2.35538
Type03,260,PCA_GPR,9.87500,8.79287,4.81851,2.03430,18.69983,1.27304,924.63183,0.91566,0.95597,8.20025
Type03,260,PCA_KRR,11.25808,10.11829,3.22884,1.15115,2.64627,0.14009,313.77709,0.94135,0.96979,9.66006
Type03,260,PCA_LINEAR,11.31565,10.08179,2.93505,0.91764,2.67743,0.01292,364.79417,0.95090,0.97483,9.54339
Type03,260,PCA_SVR,11.37734,10.41140,2.79360,0.95144,1.47480,0.34430,60.87493,0.94955,0.97412,9.99977
Type03,260,PURE_GPR,11.42934,10.22114,3.01893,1.12660,0.79117,0.12432,237.40794,0.94277,0.97054,9.70957
Type03,260,PURE_KRR,10.75232,9.64026,3.06018,1.21985,3.60303,0.31469,258.47052,0.94227,0.97028,9.16415
Type03,260,PURE_SVR,10.37394,9.25620,2.80651,1.20007,4.78813,0.37887,255.03804,0.94183,0.97004,8.80454
Type03,260,RATIO_CTRL,2.82468,2.61632,3.62182,1.45444,4.64967,3.43408,561.12013,0.93848,0.96826,2.22308
Type03,265,PCA_GPR,9.57224,8.36868,10.17426,3.01259,34.10657,2.62898,1707.89805,0.88554,0.93930,8.20587
Type03,265,PCA_KRR,11.99151,10.80710,5.17381,1.39355,1.13283,0.10995,538.51754,0.93295,0.96531,10.48312
Type03,265,PCA_LINEAR,11.92432,10.66614,5.48427,1.48965,1.88933,0.10704,572.95526,0.93186,0.96473,10.35287
Type03,265,PCA_SVR,12.47850,11.43192,5.26081,1.46338,3.29591,0.31313,368.93004,0.93330,0.96550,11.09795
Type03,265,PURE_GPR,12.07178,10.84552,5.33984,1.49269,0.87004,0.15710,409.49746,0.93102,0.96428,10.52058
Type03,265,PURE_KRR,11.42672,10.20889,5.13473,1.45329,2.41886,0.37560,504.90636,0.93350,0.96561,9.89283
Type03,265,PURE_SVR,11.20220,9.94223,5.03853,1.43912,3.54356,0.50893,534.34300,0.93348,0.96559,9.63171
Type03,265,RATIO_CTRL,3.75193,3.12488,6.67979,2.41385,5.84437,3.82536,477.55905,0.90778,0.95166,3.11438
Type03,270,PCA_GPR,9.57990,8.44588,14.87528,4.26735,50.41134,3.39852,2104.64841,0.84807,0.91779,8.31047
Type03,270,PCA_KRR,11.88536,10.78788,3.96915,1.23204,0.47995,0.57139,361.18711,0.94461,0.97151,10.50798
Type03,270,PCA_LINEAR,11.65159,10.55330,3.67464,1.19571,1.98157,0.43614,384.65945,0.94518,0.97182,10.25783
Type03,270,PCA_SVR,12.62068,11.52265,4.44141,1.27201,4.35178,0.97309,239.18823,0.93843,0.96824,11.24035
Type03,270,PURE_GPR,11.61878,10.53402,3.51422,1.22340,0.12348,0.42699,235.29879,0.94158,0.96991,10.24354
Type03,270,PURE_KRR,11.31769,10.21272,3.90454,1.25934,1.45923,0.34262,322.59036,0.93843,0.96824,9.90356
Type03,270,PURE_SVR,11.34709,10.20227,4.15448,1.33253,1.89707,0.26077,358.67272,0.93671,0.96732,9.88489
Type03,270,RATIO_CTRL,2.68173,1.92709,5.77932,1.70989,6.14048,4.68102,793.86721,0.94167,0.96996,1.92147
Type03,275,PCA_GPR,10.89646,9.58655,20.14283,4.97199,65.11310,4.27649,2657.73088,0.83368,0.90930,9.49128
Type03,275,PCA_KRR,12.13798,10.81836,3.86602,1.30321,0.78068,1.02375,336.58849,0.93890,0.96849,10.58887
Type03,275,PCA_LINEAR,11.93757,10.64867,3.59606,1.27582,0.45241,0.84983,342.69965,0.93976,0.96895,10.42421
Type03,275,PCA_SVR,12.60634,11.26880,4.53559,1.36716,3.65888,1.24401,269.45543,0.93692,0.96743,11.03789
Type03,275,PURE_GPR,11.41104,10.09670,3.87304,1.27836,1.15858,0.65360,280.91425,0.94212,0.97020,9.84037
Type03,275,PURE_KRR,11.61516,10.25811,3.44007,1.30641,0.57740,0.81854,255.28283,0.94230,0.97029,10.00086
Type03,275,PURE_SVR,11.79406,10.41387,3.41252,1.35553,1.07915,0.82757,260.68709,0.94164,0.96994,10.15916
Type03,275,RATIO_CTRL,3.50263,2.80311,7.68116,2.38245,8.04072,5.51231,967.25118,0.91168,0.95380,2.79581
Type03,280,PCA_GPR,13.81233,12.20753,25.50144,6.25361,85.34698,5.39000,3352.63027,0.79752,0.88736,11.32918
Type03,280,PCA_KRR,12.24466,11.27228,3.83076,1.35571,5.86487,0.98986,498.29918,0.93851,0.96828,10.62977
Type03,280,PCA_LINEAR,12.54888,11.57510,3.33993,1.31093,4.15077,1.01257,432.64877,0.93948,0.96880,10.90851
Type03,280,PCA_SVR,11.81698,10.74545,4.77253,1.37448,10.33159,0.62434,640.53771,0.93788,0.96794,10.11052
Type03,280,PURE_GPR,11.17902,10.09107,5.07586,1.39805,10.38608,0.40855,551.15786,0.94489,0.97167,9.47485
Type03,280,PURE_KRR,11.66648,10.66612,4.23490,1.27985,5.27784,0.81416,346.09333,0.94421,0.97131,10.03537
Type03,280,PURE_SVR,11.77824,10.78539,4.02905,1.24471,4.25750,0.94673,295.52154,0.94576,0.97212,10.15043
Type03,280,RATIO_CTRL,7.91379,7.70003,7.54418,2.50506,3.91891,6.12297,1012.13866,0.90995,0.95285,3.35017
Type04,230,PCA_GPR,22.96090,22.33215,26.68741,5.68456,76.44039,5.21743,2510.77616,0.80567,0.89238,22.12611
Type04,230,PCA_KRR,9.97188,9.23484,1.20858,0.33611,1.94157,0.66789,191.69021,0.97782,0.98878,8.81599
Type04,230,PCA_LINEAR,9.77897,8.99925,1.70362,0.66298,4.67245,1.12553,256.17737,0.97053,0.98505,8.63799
Type04,230,PCA_SVR,10.44397,9.83930,2.19564,0.50223,2.42079,0.33927,11.96756,0.96738,0.98342,9.43479
Type04,230,PURE_GPR,10.50595,9.86123,2.44910,0.49040,2.40211,0.54592,9.36353,0.96652,0.98297,9.46181
Type04,230,PURE_KRR,9.86174,9.12082,1.11176,0.31965,2.27864,0.71477,184.28514,0.97770,0.98873,8.70788
Type04,230,PURE_SVR,9.61801,8.87124,1.02867,0.32947,3.89646,0.74805,228.30251,0.98107,0.99044,8.47321
Type04,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type04,235,PCA_GPR,20.55584,20.19402,20.88643,4.90207,62.53307,5.35008,2068.80167,0.82950,0.90680,19.92981
Type04,235,PCA_KRR,10.11319,9.35940,1.94128,0.72830,3.19456,0.26553,226.86108,0.96717,0.98331,9.04037
Type04,235,PCA_LINEAR,10.18335,9.46705,1.92493,0.68145,2.43007,0.25464,165.80054,0.96889,0.98420,9.10680
Type04,235,PCA_SVR,9.81368,8.96818,2.26520,0.85005,6.97441,0.02864,427.59601,0.96273,0.98101,8.71520
Type04,235,PURE_GPR,10.00870,9.33128,2.15825,0.70689,0.60889,0.15971,24.70983,0.96199,0.98063,8.97756
Type04,235,PURE_KRR,9.90980,9.14234,1.88168,0.75494,3.02538,0.06797,174.16973,0.95929,0.97922,8.85768
